127.0.0.1 - - [22/Sep/2024:01:01:13 +0700] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:14 +0700] "GET /testmaven/assets/frontend/pages/img/index-sliders/slide1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:14 +0700] "GET /testmaven/assets/frontend/pages/img/index-sliders/slide2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:14 +0700] "GET /testmaven/assets/frontend/pages/img/index-sliders/slide3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:14 +0700] "GET /testmaven/assets/frontend/pages/img/brands/canon.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:14 +0700] "GET /testmaven/assets/frontend/layout/img/payments/western-union.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:14 +0700] "GET /testmaven/assets/frontend/layout/img/payments/american-express.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:14 +0700] "GET /testmaven/assets/frontend/layout/img/payments/MasterCard.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:14 +0700] "GET /testmaven/assets/frontend/layout/img/payments/PayPal.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:14 +0700] "GET /testmaven/assets/frontend/layout/img/up.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:14 +0700] "GET /testmaven/assets/frontend/layout/img/payments/visa.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:15 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/skin.css HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:15 +0700] "GET /assets/frontend/layout/img/up.png HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:15 +0700] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:15 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/shadow.png HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:15 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/ HTTP/1.1" 200 59991
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/layout/img/logos/logo-shop-red.png HTTP/1.1" 200 1669
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/pages/img/cart-img.jpg HTTP/1.1" 200 5193
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/pages/img/brands/gap.jpg HTTP/1.1" 200 6991
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/pages/img/brands/puma.jpg HTTP/1.1" 200 7800
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/pages/img/brands/esprit.jpg HTTP/1.1" 200 8916
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/pages/img/brands/next.jpg HTTP/1.1" 200 6996
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/layout/scripts/back-to-top.js HTTP/1.1" 200 3786
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/global/plugins/jquery-slimscroll/jquery.slimscroll.min.js HTTP/1.1" 200 5175
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/global/plugins/jquery-migrate.min.js HTTP/1.1" 200 7200
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/global/plugins/fancybox/source/jquery.fancybox.pack.js HTTP/1.1" 200 22643
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/global/plugins/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 35601
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/global/plugins/zoom/jquery.zoom.min.js HTTP/1.1" 200 2474
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/global/plugins/jquery.min.js HTTP/1.1" 200 95790
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/global/plugins/bootstrap-touchspin/bootstrap.touchspin.js HTTP/1.1" 200 19416
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/pages/scripts/layerslider-init.js HTTP/1.1" 200 492
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/pages/img/brands/zara.jpg HTTP/1.1" 200 7226
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/layout/scripts/layout.js HTTP/1.1" 200 16830
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/pages/img/products/model4.jpg HTTP/1.1" 200 184432
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/pages/img/products/model3.jpg HTTP/1.1" 200 257666
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/pages/img/products/model7.jpg HTTP/1.1" 200 104247
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/pages/img/layerslider/slide1/bg.jpg HTTP/1.1" 200 135317
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/global/plugins/fancybox/source/blank.gif HTTP/1.1" 200 43
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/pages/img/layerslider/slide2/bg.jpg HTTP/1.1" 200 222753
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/global/plugins/slider-layer-slider/skins/glass/shadow.png HTTP/1.1" 200 7511
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:29 +0700] "GET /testmaven/assets/frontend/pages/img/products/model1.jpg HTTP/1.1" 200 333574
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/pages/img/products/model2.jpg HTTP/1.1" 200 371860
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/pages/img/products/model6.jpg HTTP/1.1" 200 181629
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/pages/img/products/model5.jpg HTTP/1.1" 200 256329
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/pages/img/products/k1.jpg HTTP/1.1" 200 185257
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/pages/img/products/k2.jpg HTTP/1.1" 200 265436
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/pages/img/products/k3.jpg HTTP/1.1" 200 183287
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/pages/img/products/k4.jpg HTTP/1.1" 200 268490
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/pages/img/index-sliders/slide1.jpg HTTP/1.1" 200 124110
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/pages/img/index-sliders/slide2.jpg HTTP/1.1" 200 179980
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/pages/img/brands/canon.jpg HTTP/1.1" 200 8249
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/pages/img/index-sliders/slide3.jpg HTTP/1.1" 200 116171
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/layout/img/payments/western-union.jpg HTTP/1.1" 200 5614
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/layout/img/payments/american-express.jpg HTTP/1.1" 200 6093
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/global/plugins/carousel-owl-carousel/owl-carousel/owl.carousel.min.js HTTP/1.1" 200 14916
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/layout/img/payments/PayPal.jpg HTTP/1.1" 200 5631
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/layout/img/payments/MasterCard.jpg HTTP/1.1" 200 6234
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/layout/img/payments/visa.jpg HTTP/1.1" 200 5576
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/frontend/layout/img/up.png HTTP/1.1" 200 948
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/global/plugins/slider-layer-slider/js/greensock.js HTTP/1.1" 200 53010
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/global/plugins/slider-layer-slider/js/layerslider.kreaturamedia.jquery.js HTTP/1.1" 200 56423
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /testmaven/assets/global/plugins/slider-layer-slider/js/layerslider.transitions.js HTTP/1.1" 200 21097
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/skin.css HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /assets/frontend/layout/img/up.png HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:01:30 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/shadow.png HTTP/1.1" 404 844
